epoch,step,train_loss_epoch,train_loss_step,val_mean_iou
0,9,,119.68003845214844,
0,19,,108.09078216552734,
0,29,,105.9811019897461,
0,39,,103.34638977050781,
0,49,,100.35939025878906,
0,59,,102.1145248413086,
0,69,,99.00450897216797,
0,79,,98.30643463134766,
0,89,,99.34456634521484,
0,99,,97.59297943115234,
0,109,,94.99124145507812,
0,119,,95.95394897460938,
0,129,,94.14280700683594,
0,139,,95.72045135498047,
0,149,,89.81948852539062,
0,159,,92.2608871459961,
0,169,,93.47053527832031,
0,179,,92.95884704589844,
0,189,,91.0394515991211,
0,199,,90.07064056396484,
0,209,,88.42977905273438,
0,219,,89.69895935058594,
0,229,,90.77484893798828,
0,239,,90.77691650390625,
0,249,,90.4909896850586,
0,259,,90.80226135253906,
0,269,,90.75907135009766,
0,279,,88.27249908447266,
0,289,,86.51949310302734,
0,299,,82.40376281738281,
0,309,,81.11750793457031,
0,315,,,0.030921008437871933
0,315,95.77002716064453,,
1,319,,77.91006469726562,
1,329,,79.01652526855469,
1,339,,81.85094451904297,
1,349,,79.09101104736328,
1,359,,81.6914291381836,
1,369,,79.13241577148438,
1,379,,81.34589385986328,
1,389,,75.02198791503906,
1,399,,75.47288513183594,
1,409,,76.6161117553711,
1,419,,78.64542388916016,
1,429,,76.85198974609375,
1,439,,75.34902954101562,
1,449,,80.92060852050781,
1,459,,74.3917236328125,
1,469,,75.8070068359375,
1,479,,73.35745239257812,
1,489,,73.51344299316406,
1,499,,77.81188201904297,
1,509,,76.6666259765625,
1,519,,73.59593200683594,
1,529,,78.7936782836914,
1,539,,71.31041717529297,
1,549,,72.92103576660156,
1,559,,69.97602844238281,
1,569,,75.6268081665039,
1,579,,73.12004089355469,
1,589,,70.10862731933594,
1,599,,73.16157531738281,
1,609,,75.09801483154297,
1,619,,69.54161071777344,
1,629,,70.07321166992188,
1,631,,,0.11242558062076569
1,631,75.42127990722656,,
2,639,,77.47069549560547,
2,649,,75.16780853271484,
2,659,,72.862060546875,
2,669,,75.14484405517578,
2,679,,72.4820327758789,
2,689,,71.8843765258789,
2,699,,68.95746612548828,
2,709,,67.7579116821289,
2,719,,69.39566040039062,
2,729,,67.9898452758789,
2,739,,67.10250854492188,
2,749,,68.8487777709961,
2,759,,68.85211944580078,
2,769,,71.84329986572266,
2,779,,72.12647247314453,
2,789,,71.75193786621094,
2,799,,65.85741424560547,
2,809,,67.75444793701172,
2,819,,64.39877319335938,
2,829,,71.84671020507812,
2,839,,64.46797180175781,
2,849,,74.09934997558594,
2,859,,64.55479431152344,
2,869,,70.78974914550781,
2,879,,66.00192260742188,
2,889,,65.40596771240234,
2,899,,62.18403625488281,
2,909,,68.48316955566406,
2,919,,70.27909851074219,
2,929,,68.31636810302734,
2,939,,72.89352416992188,
2,947,,,0.11898572742938995
2,947,69.58045959472656,,
3,949,,67.56266784667969,
3,959,,67.11119079589844,
3,969,,65.70349884033203,
3,979,,68.72848510742188,
3,989,,69.80146026611328,
3,999,,67.37245178222656,
3,1009,,63.123680114746094,
3,1019,,74.51522827148438,
3,1029,,69.07040405273438,
3,1039,,70.37908172607422,
3,1049,,67.33036041259766,
3,1059,,69.59266662597656,
3,1069,,70.67694091796875,
3,1079,,68.26558685302734,
3,1089,,72.90821838378906,
3,1099,,68.08401489257812,
3,1109,,69.18577575683594,
3,1119,,61.90207290649414,
3,1129,,63.927947998046875,
3,1139,,70.05323028564453,
3,1149,,62.14585876464844,
3,1159,,67.9552993774414,
3,1169,,68.63777160644531,
3,1179,,61.40116882324219,
3,1189,,63.70285415649414,
3,1199,,68.2545394897461,
3,1209,,63.387550354003906,
3,1219,,67.32120513916016,
3,1229,,68.80736541748047,
3,1239,,68.4527816772461,
3,1249,,66.17308807373047,
3,1259,,69.37053680419922,
3,1263,,,0.12110624462366104
3,1263,67.71607971191406,,
4,1269,,65.95738220214844,
4,1279,,65.65286254882812,
4,1289,,67.83749389648438,
4,1299,,63.854862213134766,
4,1309,,65.16231536865234,
4,1319,,67.60108947753906,
4,1329,,68.57122802734375,
4,1339,,64.63410186767578,
4,1349,,68.1612777709961,
4,1359,,65.912841796875,
4,1369,,67.80180358886719,
4,1379,,67.43031311035156,
4,1389,,69.11824798583984,
4,1399,,65.73149108886719,
4,1409,,65.3873519897461,
4,1419,,64.9295654296875,
4,1429,,63.223445892333984,
4,1439,,62.07120132446289,
4,1449,,63.95921325683594,
4,1459,,66.54137420654297,
4,1469,,65.51187896728516,
4,1479,,63.45976257324219,
4,1489,,61.44245147705078,
4,1499,,69.37277221679688,
4,1509,,67.32923126220703,
4,1519,,68.61591339111328,
4,1529,,70.8312759399414,
4,1539,,61.07991027832031,
4,1549,,63.02427673339844,
4,1559,,58.5203742980957,
4,1569,,69.74162292480469,
4,1579,,65.08946228027344,
4,1579,,,0.1571502685546875
4,1579,65.94564056396484,,
5,1589,,66.77668762207031,
5,1599,,67.8509292602539,
5,1609,,65.0671157836914,
5,1619,,67.70359802246094,
5,1629,,65.72819519042969,
5,1639,,65.98681640625,
5,1649,,64.97943878173828,
5,1659,,66.7057113647461,
5,1669,,63.53187942504883,
5,1679,,65.02147674560547,
5,1689,,62.6671257019043,
5,1699,,65.0165023803711,
5,1709,,61.15492248535156,
5,1719,,64.96134185791016,
