epoch,step,train_loss_epoch,train_loss_step,val_mean_iou
0,9,,123.91646575927734,
0,19,,115.53933715820312,
0,29,,109.05852508544922,
0,39,,109.75922393798828,
0,49,,105.22554016113281,
0,59,,106.15283966064453,
0,69,,102.24573516845703,
0,79,,99.21218872070312,
0,89,,96.96659851074219,
0,99,,99.06871795654297,
0,109,,99.10565948486328,
0,119,,96.92362213134766,
0,129,,96.4583969116211,
0,139,,94.51701354980469,
0,149,,93.59562683105469,
0,159,,93.81743621826172,
0,169,,92.02777099609375,
0,179,,92.85417175292969,
0,189,,89.94315338134766,
0,199,,89.62018585205078,
0,209,,88.62120056152344,
0,219,,80.98345184326172,
0,229,,81.4804458618164,
0,239,,82.73785400390625,
0,249,,74.95836639404297,
0,259,,79.36199188232422,
0,269,,75.7054672241211,
0,279,,77.87935638427734,
0,289,,78.58343505859375,
0,299,,75.76127624511719,
0,309,,74.91703796386719,
0,315,,,0.04861364886164665
0,315,93.35377502441406,,
1,319,,73.17157745361328,
1,329,,70.13812255859375,
1,339,,76.00037384033203,
1,349,,74.0549087524414,
1,359,,76.87647247314453,
1,369,,69.0062026977539,
1,379,,74.18183898925781,
1,389,,75.17437744140625,
1,399,,72.05409240722656,
1,409,,74.08751678466797,
1,419,,71.52998352050781,
1,429,,70.2916259765625,
1,439,,70.24356079101562,
1,449,,72.55767822265625,
1,459,,74.20742797851562,
1,469,,70.07345581054688,
1,479,,73.13908386230469,
1,489,,70.63339233398438,
1,499,,75.84798431396484,
1,509,,70.13577270507812,
1,519,,73.1440658569336,
1,529,,73.98451232910156,
1,539,,69.02019500732422,
1,549,,68.5907974243164,
1,559,,70.211181640625,
1,569,,69.11866760253906,
1,579,,71.9609375,
1,589,,70.01976013183594,
1,599,,76.51467895507812,
1,609,,64.15328979492188,
1,619,,69.4890365600586,
1,629,,72.03987121582031,
1,631,,,0.11986564099788666
1,631,72.05290985107422,,
2,639,,72.85347747802734,
2,649,,71.27098083496094,
2,659,,68.66361236572266,
2,669,,69.690185546875,
2,679,,72.76769256591797,
2,689,,69.37095642089844,
2,699,,68.43070983886719,
2,709,,68.83699035644531,
2,719,,69.64110565185547,
2,729,,71.97981262207031,
2,739,,65.16480255126953,
2,749,,69.1230239868164,
2,759,,66.27486419677734,
2,769,,66.25544738769531,
2,779,,69.5636978149414,
2,789,,70.25678253173828,
2,799,,70.403076171875,
2,809,,74.7385025024414,
2,819,,67.2588119506836,
2,829,,70.72669219970703,
2,839,,64.12677764892578,
2,849,,66.5448989868164,
2,859,,65.80423736572266,
2,869,,72.04342651367188,
2,879,,65.50943756103516,
2,889,,67.88361358642578,
2,899,,68.46363830566406,
2,909,,68.10698699951172,
2,919,,69.40326690673828,
2,929,,69.22660827636719,
2,939,,66.57379913330078,
2,947,,,0.15150146186351776
2,947,69.02471160888672,,
3,949,,67.83355712890625,
3,959,,67.86582946777344,
3,969,,62.670188903808594,
